"title","keywords","link"
"AMSRE_36V_AM_FT_2006_day235.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day235.h5"
"AMSRE_36V_AM_FT_2006_day236.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day236.h5"
"AMSRE_36V_AM_FT_2006_day237.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day237.h5"
"AMSRE_36V_AM_FT_2006_day238.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day238.h5"
"AMSRE_36V_AM_FT_2006_day239.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day239.h5"
"AMSRE_36V_AM_FT_2006_day240.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day240.h5"
"AMSRE_36V_AM_FT_2006_day241.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day241.h5"
"AMSRE_36V_AM_FT_2006_day242.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day242.h5"
"AMSRE_36V_AM_FT_2006_day243.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day243.h5"
"AMSRE_36V_AM_FT_2006_day244.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day244.h5"
"AMSRE_36V_AM_FT_2006_day245.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day245.h5"
"AMSRE_36V_AM_FT_2006_day246.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day246.h5"
"AMSRE_36V_AM_FT_2006_day247.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day247.h5"
"AMSRE_36V_AM_FT_2006_day248.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day248.h5"
"AMSRE_36V_AM_FT_2006_day249.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day249.h5"
"AMSRE_36V_AM_FT_2006_day250.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day250.h5"
"AMSRE_36V_AM_FT_2006_day251.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day251.h5"
"AMSRE_36V_AM_FT_2006_day252.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day252.h5"
"AMSRE_36V_AM_FT_2006_day253.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day253.h5"
"AMSRE_36V_AM_FT_2006_day254.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day254.h5"
"AMSRE_36V_AM_FT_2006_day255.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day255.h5"
"AMSRE_36V_AM_FT_2006_day256.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day256.h5"
"AMSRE_36V_AM_FT_2006_day257.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day257.h5"
"AMSRE_36V_AM_FT_2006_day258.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day258.h5"
"AMSRE_36V_AM_FT_2006_day259.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day259.h5"
"AMSRE_36V_AM_FT_2006_day260.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day260.h5"
"AMSRE_36V_AM_FT_2006_day261.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day261.h5"
"AMSRE_36V_AM_FT_2006_day262.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day262.h5"
"AMSRE_36V_AM_FT_2006_day263.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day263.h5"
"AMSRE_36V_AM_FT_2006_day264.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day264.h5"
"AMSRE_36V_AM_FT_2006_day265.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day265.h5"
"AMSRE_36V_AM_FT_2006_day266.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day266.h5"
"AMSRE_36V_AM_FT_2006_day267.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day267.h5"
"AMSRE_36V_AM_FT_2006_day268.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day268.h5"
"AMSRE_36V_AM_FT_2006_day269.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day269.h5"
"AMSRE_36V_AM_FT_2006_day270.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day270.h5"
"AMSRE_36V_AM_FT_2006_day271.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day271.h5"
"AMSRE_36V_AM_FT_2006_day272.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day272.h5"
"AMSRE_36V_AM_FT_2006_day273.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day273.h5"
"AMSRE_36V_AM_FT_2006_day274.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day274.h5"
"AMSRE_36V_AM_FT_2006_day275.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day275.h5"
"AMSRE_36V_AM_FT_2006_day276.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day276.h5"
"AMSRE_36V_AM_FT_2006_day277.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day277.h5"
"AMSRE_36V_AM_FT_2006_day278.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day278.h5"
"AMSRE_36V_AM_FT_2006_day279.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day279.h5"
"AMSRE_36V_AM_FT_2006_day280.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day280.h5"
"AMSRE_36V_AM_FT_2006_day281.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day281.h5"
"AMSRE_36V_AM_FT_2006_day282.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day282.h5"
"AMSRE_36V_AM_FT_2006_day283.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day283.h5"
"AMSRE_36V_AM_FT_2006_day284.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day284.h5"
"AMSRE_36V_AM_FT_2006_day285.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day285.h5"
"AMSRE_36V_AM_FT_2006_day286.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day286.h5"
"AMSRE_36V_AM_FT_2006_day287.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day287.h5"
"AMSRE_36V_AM_FT_2006_day288.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day288.h5"
"AMSRE_36V_AM_FT_2006_day289.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day289.h5"
"AMSRE_36V_AM_FT_2006_day290.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day290.h5"
"AMSRE_36V_AM_FT_2006_day291.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day291.h5"
"AMSRE_36V_AM_FT_2006_day292.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day292.h5"
"AMSRE_36V_AM_FT_2006_day293.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day293.h5"
"AMSRE_36V_AM_FT_2006_day294.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day294.h5"
"AMSRE_36V_AM_FT_2006_day295.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day295.h5"
"AMSRE_36V_AM_FT_2006_day296.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day296.h5"
"AMSRE_36V_AM_FT_2006_day297.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day297.h5"
"AMSRE_36V_AM_FT_2006_day298.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day298.h5"
"AMSRE_36V_AM_FT_2006_day299.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day299.h5"
"AMSRE_36V_AM_FT_2006_day300.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day300.h5"
"AMSRE_36V_AM_FT_2006_day301.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day301.h5"
"AMSRE_36V_AM_FT_2006_day302.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day302.h5"
"AMSRE_36V_AM_FT_2006_day303.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day303.h5"
"AMSRE_36V_AM_FT_2006_day304.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day304.h5"
"AMSRE_36V_AM_FT_2006_day305.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day305.h5"
"AMSRE_36V_AM_FT_2006_day306.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day306.h5"
"AMSRE_36V_AM_FT_2006_day307.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day307.h5"
"AMSRE_36V_AM_FT_2006_day308.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day308.h5"
"AMSRE_36V_AM_FT_2006_day309.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day309.h5"
"AMSRE_36V_AM_FT_2006_day310.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day310.h5"
"AMSRE_36V_AM_FT_2006_day311.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day311.h5"
"AMSRE_36V_AM_FT_2006_day312.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day312.h5"
"AMSRE_36V_AM_FT_2006_day313.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day313.h5"
"AMSRE_36V_AM_FT_2006_day314.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day314.h5"
"AMSRE_36V_AM_FT_2006_day315.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day315.h5"
"AMSRE_36V_AM_FT_2006_day316.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day316.h5"
"AMSRE_36V_AM_FT_2006_day317.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day317.h5"
"AMSRE_36V_AM_FT_2006_day318.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day318.h5"
"AMSRE_36V_AM_FT_2006_day319.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day319.h5"
"AMSRE_36V_AM_FT_2006_day320.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day320.h5"
"AMSRE_36V_AM_FT_2006_day321.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day321.h5"
"AMSRE_36V_AM_FT_2006_day322.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day322.h5"
"AMSRE_36V_AM_FT_2006_day323.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day323.h5"
"AMSRE_36V_AM_FT_2006_day324.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day324.h5"
"AMSRE_36V_AM_FT_2006_day325.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day325.h5"
"AMSRE_36V_AM_FT_2006_day326.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day326.h5"
"AMSRE_36V_AM_FT_2006_day327.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day327.h5"
"AMSRE_36V_AM_FT_2006_day328.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day328.h5"
"AMSRE_36V_AM_FT_2006_day329.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day329.h5"
"AMSRE_36V_AM_FT_2006_day330.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day330.h5"
"AMSRE_36V_AM_FT_2006_day331.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day331.h5"
"AMSRE_36V_AM_FT_2006_day332.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day332.h5"
"AMSRE_36V_AM_FT_2006_day333.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day333.h5"
"AMSRE_36V_AM_FT_2006_day334.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day334.h5"
"AMSRE_36V_AM_FT_2006_day335.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day335.h5"
"AMSRE_36V_AM_FT_2006_day336.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day336.h5"
"AMSRE_36V_AM_FT_2006_day337.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day337.h5"
"AMSRE_36V_AM_FT_2006_day338.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day338.h5"
"AMSRE_36V_AM_FT_2006_day339.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day339.h5"
"AMSRE_36V_AM_FT_2006_day340.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day340.h5"
"AMSRE_36V_AM_FT_2006_day341.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day341.h5"
"AMSRE_36V_AM_FT_2006_day342.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day342.h5"
"AMSRE_36V_AM_FT_2006_day343.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day343.h5"
"AMSRE_36V_AM_FT_2006_day344.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day344.h5"
"AMSRE_36V_AM_FT_2006_day345.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day345.h5"
"AMSRE_36V_AM_FT_2006_day346.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day346.h5"
"AMSRE_36V_AM_FT_2006_day347.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day347.h5"
"AMSRE_36V_AM_FT_2006_day348.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day348.h5"
"AMSRE_36V_AM_FT_2006_day349.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day349.h5"
"AMSRE_36V_AM_FT_2006_day350.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day350.h5"
"AMSRE_36V_AM_FT_2006_day351.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day351.h5"
"AMSRE_36V_AM_FT_2006_day352.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day352.h5"
"AMSRE_36V_AM_FT_2006_day353.h5","Temperature, soil ; Water content, soil","ftp://ftp.ntsg.umt.edu/pub/data/FT_ESDR/DAILY_HDF5/AMSRE/2006/AMSRE_36V_AM_FT_2006_day353.h5"
