File_ID,ID,LAT,LON,X..lambert.azimuthal.equal.area.,Y..lambert.azimuthal.equal.area.,River_Name,Station_Location,Catchment_Area (km2),Outlet_elevation (m.a.s.l),nat_id,Country,Pristine Basins,GRDC Reference Dataset,AdaptAlp,d_start,d_end,d_yrs,d_miss,basin_boundary,,ID,wso1_id,ccm,Xccm,Yccm,AreaSHP,fileexists,area_diff,area_diff,FLAG_OK,wso1new,area,station,distance,REL_area_diff,final_wso1_id,,katka,exists,,,
GRDC_6233225_DMF,6233225,"62,6973","12,3896","-389645,156349785","878394,17748303",KVARNBAECKEN,RAMUNDBERGET,"2,9",-999,48000-2123,SE,0,0,0,1972,2013,42,0,0,,6233225,1096818,2008,"4443872,103","4401539,11","178,540000000017",1,"175,640000000017","6056,55172413852",0,1097489,"8,3",RAMUNDBERGET,"8,26895182684671","186,206896551724",,,,,,,
GRDC_6233227_DMF,6233227,"62,548","12,6015","-380720,451935101","860695,429241485",LJUSNAN,LJUSNEDAL OEVRE,"340,3",-999,48000-1169,SE,0,0,0,1924,2013,90,"0,02",0,,6233227,1098033,2008,"4455419,449","4385371,291","50,8600000000229",1,"-289,439999999977","-85,0543637966433",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233230_DMF,6233230,"56,1857","13,6839","-391613,848936661","149730,020541061",HOERLINGEAN,HOERLINGE,"202,7",-999,88000-2144,SE,0,0,0,1974,2013,40,"0,09",0,,6233230,22026,2000,"4549799,381","3681640,287","175,540000000038",1,"-27,1599999999619","-13,399111988141",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233235_DMF,6233235,"55,945","14,136","-365924,859647013","120569,771155273",BREDAKAERRSBAECKEN,KOEPINGE,"1,8",-999,88000-1697,SE,0,0,0,1957,2013,57,"0,01",0,,6233235,23287,2000,"4579429,359","3656426,47","395,709999999938",1,"393,909999999938","21883,8888888854",0,23692,1,KOEPINGE,"8,18788353543104","44,4444444444444",,,,,,,
GRDC_6233240_DMF,6233240,"56,1201","14,6205","-334250,188067942","137580,51050787",VESANKANALEN,HALABAECK,"4,7",-999,86087-736,SE,0,0,0,1927,2013,87,"0,19",0,,6233240,22255,2000,"4608368,622","3677716,254","4,92000000000143",1,"0,220000000001431","4,68085106386023",2,21882,"4,9",HALABAECK,"7,52896027851124","4,25531914893617",21882,,,,,,
GRDC_6233250_DMF,6233250,"56,1031","14,1321","-364679,3889","138137,2852",TORSEBRO KRV (POWERSTATION),TORSEBRO KRV (POWERSTATION),"3664,5",11,88000-2191,SE,0,0,0,1908,2009,102,0,1,,6233250,22361,2000,"4578146,189","3673977,55","3578,7800000004",1,"-85,7199999995951","-2,33920043661059",1,,,,,,22361,,,,,,
GRDC_6233260_DMF,6233260,"60,02","17,73","-126696,865716092","560949,415674397",VATTHOLMAAN,VATTHOLMA 2,"293,8",-999,61000-2244,SE,0,0,0,1998,2003,6,0,1,,6233260,1120624,2008,"4752192,617","4125688,657","239,089999999984",1,"-54,7100000000162","-18,6215112321362",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233300_DMF,6233300,"58,71","14,31","-329555,2775","426587,2917",VELEN 2,VELEN 2,45,120,67000-1662,SE,0,0,0,1956,2009,54,0,1,,6233300,1133797,2008,"4571080,284","3964114,164","41,3499999999666",1,"-3,65000000003338","-8,11111111118529",2,1133986,"41,4",VELEN 2,"3,7009984246892",8,1133986,,,,,,
GRDC_6233301_DMF,6233301,"58,59","16,17","-222737,1811","405843,8372",HOLMEN,HOLMEN,15384,25,67000-2445,SE,0,0,0,1970,2009,40,"0,07",0,,6233301,1134226,2008,"4679942,498","3958754,266","1793,60000000016",1,"-13590,3999999998","-88,3411336453448",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233302_DMF,6233302,"58,7924","14,305","-329072,66637543","435755,81006329",MOSSAN,NOLSJOEN NEDRE,"18,3",-999,67000-1912,SE,0,0,0,1966,2013,48,0,0,,6233302,1133406,2008,"4570211,156","3973242,697","17,5800000000248",1,"-0,719999999975205","-3,9344262293727",2,1133598,"17,6",NOLSJOEN NEDRE,"4,561187429622","3,82513661202186",1133598,,,,,,
GRDC_6233350_DMF,6233350,"57,01","16,16","-233213,6091","230210,998",GETEBRO,GETEBRO,"1332,7",60,75000-855,SE,1,0,0,1920,2009,90,0,1,,6233350,18831,2000,"4695111,074","3783574,147","1268,43999999964",1,"-64,2600000003606","-4,82179035044351",1,,,,,,18831,,,,,,
GRDC_6233360_DMF,6233360,"57,14","16,45","-214871,1918","243733,8609",EMSFORS BRUK,EMSFORS BRUK,4446,13,74000-1621,SE,0,0,0,1954,2009,56,0,1,,6233360,1138905,2008,"4711321,717","3799532,794","4404,29000000003",1,"-41,7099999999746","-0,938146648672393",1,,,,,,1138905,,,,,,
GRDC_6233365_DMF,6233365,"57,4589","14,9624","-302152,225974435","284707,173179948",STENSJOEBAECKEN,STENINGE,"8,8",-999,74000-1878,SE,0,0,0,1965,2013,49,"0,02",0,,6233365,1138378,2008,"4618943,945","3827751,779","8,90000000000191",1,"0,100000000001907","1,13636363638531",2,1138526,"8,9",STENINGE,"9,24887534200058","1,13636363636364",1138526,,,,,,
GRDC_6233366_DMF,6233366,"57,5785","14,8633","-307084,90572192","298425,05642503",SOLGENAN,SKAERSBODA,"157,2",-999,74000-1809,SE,0,0,0,1909,2013,105,0,0,,6233366,1137970,2008,"4612065,763","3840618,098","43,2500000000219",1,"-113,949999999978","-72,4872773536756",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233367_DMF,6233367,"55,5056","13,2372","-426579,618333197","76919,7461637732",SEGE A,SVEDALA,"52,2",-999,90000-1879,SE,0,0,0,1964,2013,50,0,0,,6233367,26732,2000,"4525577,846","3604698,836","54,4299999999986",1,"2,22999999999857","4,27203065133825",2,26120,"54,4",SVEDALA,"4,79334067041044","4,21455938697318",26120,,,,,,
GRDC_6233400_DMF,6233400,"63,52","15,39","-229908,7262","955929,8378",FYRSJOEN (AMMERAN. INDALSAELVEN),FYRAS,"2428,2",299,40000-2117,SE,,,,1972,2009,38,0,1,,6233400,1090902,2008,"4590363,496","4501062,669","216,960000000024",1,"-2211,23999999998","-91,0649864096852",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233401_DMF,6233401,"62,52","17,39","-134694,3172","839561,2238",BERGEFORSENS KRV,BERGEFORSENS KRV,"25760,699",9,40000-2185,SE,0,0,0,1965,2009,45,0,1,,6233401,1144914,2008,"4702463,311","4399842,221","21,7699999999914",1,"-25738,929","-99,9154914235829",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233410_DMF,6233410,"59,3","18,08","-109460,9102","480245,7606",OEVRE STOCKHOLM,OEVRE STOCKHOLM,"22638,801",4,61000-516,SE,0,0,0,1901,2009,109,"3,66",1,,6233410,1128527,2008,"4781189,417","4048326,437","19,88999999998",1,"-22618,911","-99,9121419902053",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233415_DMF,6233415,"59,7955","17,5832","-135788,276212707","536255,218030224",STABBYBAECKEN,STABBY,"6,2",-999,61000-1742,SE,0,0,0,1958,2013,56,0,0,,6233415,1123998,2008,"4746848,534","4099988,874","106,600000000007",1,"100,400000000007","1619,35483870979",0,1125016,"7,1",STABBY,"9,05196435813958","14,5161290322581",,,,,,,
GRDC_6233417_DMF,6233417,"59,8036","15,2314","-267680,681197978","544025,565278737",BUSKBAECKEN,BUSKBAECKEN,"1,8",-999,61000-2227,SE,0,0,0,1978,2010,33,"36,96",0,,6233417,1125368,2008,"4615053,674","4088954,148","1,64999999999619",1,"-0,150000000003815","-8,33333333354526",2,1125396,"1,7",BUSKBAECKEN,"7,87850673796661","5,55555555555556",1125396,,,,,,
GRDC_6233420_DMF,6233420,"59,1016","17,3742","-150540,641416116","459497,365069467",ACKSJOEBAECKEN,ACKSJOEN NEDRE,1,-999,63000-2000,SE,0,0,0,1969,2013,45,"9,61",0,,6233420,1130608,2008,"4743566,22","4022009,332","15,48",1,"14,48",1448,0,1130331,"1,1",ACKSJOEN NEDRE,"7,31786955326623",10,,,,,,,
GRDC_6233440_DMF,6233440,"58,86","16,7","-190477,734","434284,9586",HALLBOSJOEN,HALLBOSJOEN,"1992,3",21,65000-1273,SE,0,0,0,1933,2009,77,0,1,,6233440,1132326,2008,"4707721,079","3991436,21","14,9600000000086",1,"-1977,33999999999","-99,2491090699188",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233450_DMF,6233450,"64,88","14,22","-274588,8691","1110940,954",ANKARVATTNET,ANKARVATTNET,"427,8",448,38000-1537,SE,0,0,0,1944,2009,66,0,1,,6233450,1083222,2008,"4522147,615","4647503,566","368,200000000126",1,"-59,5999999998741","-13,9317438054872",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233460_DMF,6233460,"63,7382","13,011","-345549,041014337","990129,242427274",AECKLINGEN,AECKLINGEN,"155,8",-999,40000-1309,SE,0,0,0,1938,2013,76,0,0,,6233460,1090194,2008,"4470473,259","4518106,54","158,760000000053",1,"2,96000000005338","1,89987163032951",1,,,,,,1090194,,,,,,
GRDC_6233465_DMF,6233465,"63,5235","12,3947","-378675,957025212","969668,654493861",MEDSTUGUAN,MEDSTUGAN NEDRE,"224,1",-999,40000-2152,SE,0,0,0,1921,2013,93,"0,35",0,,6233465,1091594,2008,"4440772,197","4493135,195","236,090000000024",1,"11,9900000000239","5,35029004909588",1,,,,,,1091594,,,,,,
GRDC_6233470_DMF,6233470,"64,0699","14,0955","-288734,986342025","1021787,62250364",HARKAN,RENGEN,"1110,1",-999,40000-1341,SE,0,0,0,1936,2013,78,0,0,,6233470,1088083,2008,"4521923,872","4557544,167","1117,65000000001",1,"7,55000000001246","0,68011890820759",1,,,,,,1088083,,,,,,
GRDC_6233502_DMF,6233502,"63,85","20,05","2467,452129","984842,7479",STORNORRFORS KRV,STORNORRFORS KRV,"26567,801",75,28000-1734,SE,0,0,0,1958,2009,52,0,0,,6233502,1087661,2008,"4816146,219","4562905,507","12,0600000000134",1,"-26555,741","-99,9546067060649",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233510_DMF,6233510,"64,24","19,6662","-16248,6700085859","1028215,41556138",VINDELAELVEN,GRANAKER,"11850,5",-999,28000-2237,SE,0,0,0,1911,2013,103,0,0,,6233510,1085417,2008,"4790941,936","4603063,944","11789,4099999917",1,"-61,0900000083275","-0,515505674936311",1,,,,,,1085417,,,,,,
GRDC_6233520_DMF,6233520,"65,7482","15,3914","-212100,902787624","1202864,33024885",TAERNAAN,SOLBERG,"1080,9",-999,28000-436,SE,0,0,0,1911,2013,103,0,0,,6233520,1078825,2008,"4569765,989","4747187,16","1089,54000000008",1,"8,640000000079","0,79933388843362",1,,,,,,1078825,,,,,,
GRDC_6233530_DMF,6233530,"65,8373","14,8338","-236906,931199601","1214573,91882391",TAENGVATTSBAECKEN,TAENGVATTNET,"194,7",-999,28000-1673,SE,0,0,0,1957,2013,57,0,0,,6233530,1078517,2008,"4543341,391","4755133,219","152,940000000057",1,"-41,7599999999428","-21,4483821263188",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233550_DMF,6233550,"62,66","16,29","-190525,3315","857724,9762",STORSILLRET,STORSILLRET,164,224,42000-1910,SE,0,0,0,1966,2009,44,0,1,,6233550,1096417,2008,"4644389,212","4409791,008","172,129999999998",1,"8,12999999999809","4,95731707316957",1,,,,,,1096417,,,,,,
GRDC_6233551_DMF,6233551,"62,36","16,96","-157695,5536","822700,4701",SKALLBOELE KRV,SKALLBOELE KRV,"12087,5",40,42000-1650,SE,0,0,0,1956,2009,54,0,1,,6233551,1098629,2008,"4682234,527","4379905,386","11842,4099999926",1,"-245,090000007418","-2,0276318511472",1,,,,,,1098629,,,,,,
GRDC_6233555_DMF,6233555,"62,7257","16,0893","-200382,715550974","865592,326268958",OERAAN,NORRSJOEN,15,-999,42000-2053,SE,0,0,0,1972,2013,42,"0,01",0,,6233555,1096012,2008,"4633424,869","4416145,261","14,5500000000038",1,"-0,449999999996185","-2,99999999997457",2,1095962,"14,6",NORRSJOEN,"9,97599831902957","2,66666666666667",1095962,,,,,,
GRDC_6233600_DMF,6233600,"60,0196","17,7306","-126664,901313937","560903,818706754",VATTHOLMAAN,VATTHOLMA 2,"293,8",21,61000-2244,SE,1,0,0,1916,2013,98,"0,1",1,,6233600,1120624,2008,"4752231,034","4125648,104","239,089999999984",1,"-54,7100000000162","-18,6215112321362",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233650_DMF,6233650,"63,17","17,27","-137860,9612","912015,9171",SOLLEFTEA KRV,SOLLEFTEA KRV,30638,4,38000-2133,SE,0,1,0,1966,2009,44,0,1,,6233650,1092667,2008,"4688295,014","4470932,908","30785,4699999996",1,"147,469999999623","0,481330374044072",1,,,,,,1092667,,,,,,
GRDC_6233680_DMF,6233680,"65,54","17,51","-115571,8716","1174666,727",SORSELE 2,SORSELE 2,"6056,3",340,28000-2238,SE,0,0,0,1979,2009,31,0,1,,6233680,1079449,2008,"4669843,411","4733335,816","6071,19000000028",1,"14,890000000275","0,245859683309529",1,,,,,,1079449,,,,,,
GRDC_6233690_DMF,6233690,"64,74","20,86","41119,46873","1083977,009",KVISTFORSENS KRV,KVISTFORSENS KRV,"11308,7",23,20000-1870,SE,0,0,0,1962,2009,48,0,1,,6233690,1082280,2008,"4839151,592","4666326,376","11206,6400000036",1,"-102,059999996429","-0,902491002470919",1,,,,,,1082280,,,,,,
GRDC_6233700_DMF,6233700,"63,43","18,3","-85107,68946","939223,0742",VAESTERSEL,VAESTERSEL,"1465,2",49,36000-1583,SE,0,0,0,1952,2009,58,0,1,,6233700,1090840,2008,"4736396,892","4505344,528","1491,50000000061",1,"26,3000000006102","1,79497679501844",1,,,,,,1090840,,,,,,
GRDC_6233710_DMF,6233710,"65,53","21,21","56193,56","1171937,742",SIKFORS KRV,SIKFORS KRV,"10816,1",3,13000-1788,SE,0,0,0,1928,2009,82,0,1,,6233710,1078257,2008,"4840428,035","4755330,509","10818,59999999",1,"2,49999999000465","0,0231136915339601",1,,,,,,1078257,,,,,,
GRDC_6233720_DMF,6233720,"63,7","19,61","-19346,43343","968227,7382",TORRBOELE,TORRBOELE,"2859,7",57,30000-1529,SE,1,0,0,1949,2005,57,0,1,,6233720,1088825,2008,"4797090,842","4543382,667","2855,04000000278",1,"-4,65999999722089","-0,162954155933171",1,,,,,,1088825,,,,,,
GRDC_6233750_DMF,6233750,"65,81","21,67","76737,2727","1203460,909",BODENS KRV (+ VATTENVERK. TRANGFORS),BODENS KRV (+ VATTENVERK. TRANGFORS),24924,11,9000-2131.1424,SE,0,1,0,1972,2009,38,0,1,,6233750,1076867,2008,"4855857,51","4789393,002","24554,1499999985",1,"-369,850000001479","-1,48391108971866",1,,,,,,1076867,,,,,,
GRDC_6233755_DMF,6233755,"65,8511","21,2235","56135,674825605","1207584,08684431",ALAN,LANGSJOEN,"42,6",-999,10000-1690,SE,0,0,0,1958,2013,56,"14,68",0,,6233755,923465,2007,"4834810,772","4790510,622","41,0799999999542",1,"-1,52000000004578","-3,56807511747835",1,,,,,,923465,,,,,,
GRDC_6233780_DMF,6233780,"66,02","21,97","89796,00503","1227126,505",NIEMISEL,NIEMISEL,"3780,8",17,7000-20,SE,0,0,0,1900,2009,110,"4,3",1,,6233780,1075953,2008,"4865091,479","4814626,102","3756,42999999983",1,"-24,3700000001718","-0,644572577236875",1,,,,,,1075953,,,,,,
GRDC_6233785_DMF,6233785,"66,4154","21,6959","76131,7512222016","1270646,16442893",VUOTTASBAECKEN,VUOTTASBAECKEN,"41,3",-999,7000-1963,SE,0,0,0,1967,2013,47,0,0,,6233785,1073787,2008,"4844739,957","4855622,91","58,0299999999685",1,"16,7299999999685","40,508474576195",0,1074345,"55,2",VUOTTASBAECKEN,"6,57930007979209","33,6561743341404",,,,,,,
GRDC_6233800_DMF,6233800,"66,17","21,81","82030,31949","1243561,882",YTTERHOLMEN,YTTERHOLMEN,1012,51,7000-1123,SE,1,0,0,1924,2009,86,0,1,,6233800,1075216,2008,"4854828,542","4829736,707","983,420000000309",1,"-28,579999999691","-2,82411067190623",1,,,,,,1075216,,,,,,
GRDC_6233850_DMF,6233850,"66,17","22,82","127779,1601","1245125,552",RAEKTFORS,RAEKTFORS,"23102,9",36,4000-17,SE,0,0,0,1937,2009,73,0,1,,6233850,1074688,2008,"4899887,024","4837834,679","17151,0100000001",1,"-5951,88999999991","-25,7625233195829",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6233870_DMF,6233870,"66,11","23,32","150764,0456","1239502,246",KUKKASJAERVI,KUKKASJAERVI,"494,3",61,3000-1160,SE,0,0,0,1923,2009,87,"17,7",1,,6233870,920885,2007,"4923525,637","4835570,784","485,280000000014",1,"-9,01999999998571","-1,82480275136268",1,,,,,,920885,,,,,,
GRDC_6233901_DMF,6233901,"67,2249","23,5431","153949,780803087","1363506,50433788",MUONIOAELVEN. MUONIONJOKI,KALLIO 2,"14477,1",-999,1000-2395,SE,0,0,0,1911,2013,103,0,0,,6233901,1068913,2008,"4907176,151","4958441,847","14409,130000001",1,"-67,9699999990098","-0,469500107058802",1,,,,,,1068913,,,,,,
GRDC_6233910_DMF,6233910,"65,98","24,06","185248,047","1226931,443",KUKKOLANKOSKI OEVRE,KUKKOLANKOSKI OEVRE,"33929,602",22,1000-16722,SE,0,0,0,1911,2009,99,0,1,,6233910,1075227,2008,"4959632,017","4828083,206","39947,8800000042",1,"6018,27800000418","17,7375437531044",0,1074938,39799,KUKKOLANKOSKI OEVRE,"8,11927826427458","17,2987528707233",,,,,,,
GRDC_6233911_DMF,6233911,"67,2258","23,3464","145406,050041534","1363170,2599351",TORNEAELVEN. TORNIONJOKI,PAJALA PUMPHUS,"11038,1",-999,1000-2012,SE,0,0,0,1940,2013,74,0,0,,6233911,1068948,2008,"4898768,976","4956883,567","17103,0600000002",1,"6064,96000000022","54,9456881166163",0,1068785,"14365,7",PAJALA PUMPHUS,"9,79058196881424","30,1464926028936",,,,,,,
GRDC_6235100_DMF,6235100,"47,3553","9,8814","-763249,4771","-795983,2747",MELLAU,MELLAU,"228,6","673,46",200261,AT,0,0,1,1951,2009,59,0,1,,6235100,361940,2003,"4312033,16","2693529,519","229,310000000063",1,"0,710000000063417","0,31058617675565",1,,,,,,361940,,,,,,
GRDC_6235101_DMF,6235101,"47,33","9,9728","-756778,0986","-799737,1454",AU,AU,"149,3","772,9",200253,AT,0,0,1,1951,2005,55,0,0,,6235101,362257,2003,"4318942,523","2690712,001","150,880000000052",1,"1,58000000005197","1,05827193573474",1,,,,,,362257,,,,,,
GRDC_6235102_DMF,6235102,"47,2861","10,0478","-751800,0603","-805358,9341",HOPFREBEN,HOPFREBEN,"41,7","943,2",200246,AT,0,0,1,1956,2005,50,0,0,,6235102,363012,2003,"4324618,762","2685835,783","42,1800000000124",1,"0,480000000012396","1,15107913672037",1,,,,,,363012,,,,,,
GRDC_6235110_DMF,6235110,"47,3864","10,0411","-750834,5038","-794246,4296",SCHOENENBACH (HENGSTIG),SCHOENENBACH (HENGSTIG),"31,1","980,75",200287,AT,0,0,1,1951,2005,55,0,0,,6235110,361475,2003,"4324105,539","2696978,323","33,3700000000133",1,"2,27000000001335","7,29903536981784",1,,,,,,361475,,,,,,
GRDC_6235200_DMF,6235200,"47,2575","9,7292","-776119,1617","-805112,0575",LATERNS,LATERNS,"33,4","830,1",200154,AT,0,0,1,1956,2005,50,0,0,,6235200,363505,2003,"4300487,531","2682694,88","33,389999999999",1,"-0,0100000000009501","-0,0299401197633238",1,,,,,,363505,,,,,,
GRDC_6235210_DMF,6235210,"47,2272","9,8761","-765551,3097","-810025,5926",GARSELLA,GARSELLA,"95,5",730,200105,AT,0,0,1,1964,2005,42,0,0,,6235210,363956,2003,"4311609,395","2679299,228","95,4500000000067",1,"-0,0499999999933181","-0,0523560209354116",1,,,,,,363956,,,,,,
GRDC_6242020_DMF,6242020,"47,21","10,14","-745985,8778","-814700,0613",LECH (TANNBERGBRUECKE),LECH (TANNBERGBRUECKE),"84,3","1437,48",200378,AT,0,0,1,1951,2005,55,0,0,,6242020,673038,2005,"4331614,347","2677390,682","87,3100000000091",1,"3,01000000000906","3,57058125742474",1,,,,,,673038,,,,,,
GRDC_6242100_DMF,6242100,"48,31","14,3","-422982,322","-727099,2081",LINZ,LINZ,79490,248,0,AT,0,0,0,1931,1999,69,"1,45",1,,6242100,634013,2005,"4639897,977","2808901,595","79482,640000008",1,"-7,35999999202613","-0,00925902628258414",1,,,,,,634013,,,,,,
GRDC_6242110_DMF,6242110,"48,05","13,92","-453455,3926","-753556,4758",PENNINGERSTEG,PENNINGERSTEG,445,"357,71",205518,AT,0,0,1,1966,2005,40,0,0,,6242110,639280,2005,"4613243,131","2778468,521","453,279999999789",1,"8,27999999978925","1,86067415725601",1,,,,,,639280,,,,,,
GRDC_6242200_DMF,6242200,"47,0828","15,9436","-308546,5056","-871428,867",NEUDORF BEI ILZ,NEUDORF BEI ILZ,"190,1","277,85",211037,AT,0,0,0,1961,2009,49,"0,01",1,,6242200,671498,2005,"4772167,568","2681350,021","198,920000000074",1,"8,8200000000744","4,63966333512593",1,,,,,,671498,,,,,,
GRDC_6242240_DMF,6242240,"47,7417","15,3056","-352447,1438","-795492,7001",GUSSWERK,GUSSWERK,280,"735,5",210864,AT,0,0,1,1965,2005,41,"0,01",0,,6242240,645817,2005,"4718756,141","2750728,035","282,649999999967",1,"2,64999999996712","0,946428571416829",1,,,,,,645817,,,,,,
GRDC_6242250_DMF,6242250,"48,0394","14,4267","-415841,131","-757805,9905",STEYR,STEYR,"5915,4","283,97",205922,AT,0,0,0,1965,2009,45,0,1,,6242250,639281,2005,"4651038,379","2779426,031","5957,32999999931",1,"41,9299999993063","0,708827805377597",1,,,,,,639281,,,,,,
GRDC_6242251_DMF,6242251,"47,3828","13,4258","-496683,2187","-824092,174",ALTENMARKT IM PONGAU,ALTENMARKT IM PONGAU,"134,5","838,96",203711,AT,0,0,1,1961,2005,45,0,0,,6242251,662479,2005,"4579767,589","2702563,573","134,959999999971",1,"0,459999999970904","0,342007434922605",1,,,,,,662479,,,,,,
GRDC_6242260_DMF,6242260,"47,7653","14,1706","-437269,4874","-786625,8396",KNIEWAS,KNIEWAS,"184,9","468,61",205799,AT,0,0,1,1951,2005,55,0,0,,6242260,646245,2005,"4633640,007","2747894,135","194,419999999987",1,"9,51999999998711","5,14872904271882",1,,,,,,646245,,,,,,
GRDC_6242270_DMF,6242270,"47,8031","14,1386","-439336,2908","-782246,239",STEYRLING,STEYRLING,"72,4","497,67",205856,AT,0,0,1,1956,2005,50,0,0,,6242270,645382,2005,"4631015,636","2751954,441","76,7000000000076",1,"4,30000000000763","5,93922651934755",1,,,,,,645382,,,,,,
GRDC_6242280_DMF,6242280,"47,67","14,33","-426139,2932","-798134,6254",SPITAL AM PYHRN,SPITAL AM PYHRN,"40,2","626,58",205807,AT,0,0,1,1966,2005,40,0,0,,6242280,648798,2005,"4646175,826","2738006,006","38,0600000000048",1,"-2,13999999999523","-5,32338308456526",2,647784,"38,2",SPITAL AM PYHRN,"6,51173461946278","4,97512437810945",647784,,,,,,
GRDC_6242281_DMF,6242281,"47,7236","14,2964","-428207,0062","-792001,198",TEICHLBRUECKE,TEICHLBRUECKE,"148,6","571,19",205823,AT,0,0,1,1951,2005,55,0,0,,6242281,647710,2005,"4643319,845","2743806,636","68,8400000000305",1,"-79,7599999999695","-53,6742934050939",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6242290_DMF,6242290,"47,5483","14,3061","-428954,1802","-811462,8016",SELZTHAL,SELZTHAL,"368,7","632,93",210815,AT,0,0,1,1951,2005,55,0,0,,6242290,653935,2005,"4645147,032","2724397,335","384,510000000038",1,"15,8100000000377","4,28803905615343",1,,,,,,653935,,,,,,
GRDC_6242400_DMF,6242400,"48,4008","15,5864","-327079,5716","-723782,346",STEIN-KREMS,STEIN-KREMS,"96044,797","188,96",10001004,AT,0,1,0,1931,1975,45,0,1,,6242400,630967,2005,"4734370,166","2825359,274","96045,3799999776",1,"0,582999977617874","0,000607008391738153",1,,,,,,630967,,,,,,
GRDC_6242420_DMF,6242420,"48,4458","15,5681","-328136,8071","-718709,9584",IMBACH,IMBACH,"305,9","230,4",207878,AT,0,0,0,1951,2009,59,0,1,,6242420,630644,2005,"4732650,586","2830247,257","286,369999999989",1,"-19,5300000000109","-6,38443935927131",2,629938,"286,3",IMBACH,"2,2042860865698","6,40732265446224",629938,,,,,,
GRDC_6242500_DMF,6242500,"48,25","16,3","-275084,2601","-743505,6411",WIEN-NUSSDORF,WIEN-NUSSDORF,101700,156,0,AT,0,0,0,1931,1990,60,0,1,,6242500,633500,2005,"4788429,707","2812901,092","56,1399999999995",1,"-101643,86","-99,9447984267453",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6242600_DMF,6242600,"47,8061","13,7675","-467048,6326","-779566,9683",EBENSEE,EBENSEE,"1257,6","422,98",205203,AT,0,0,1,1951,2005,55,0,0,,6242600,645530,2005,"4603229,576","2750801,219","41,2000000000143",1,"-1216,39999999999","-96,7239185750625",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6242610_DMF,6242610,"47,635","13,7681","-468579,3247","-798501,2431",ALTAUSSEE (TRAUN),ALTAUSSEE (TRAUN),"54,5","709,47",210542,AT,0,0,1,1951,2005,55,0,0,,6242610,651560,2005,"4604215,319","2731811,174","51,9199999999986",1,"-2,58000000000143","-4,73394495413107",2,649638,"52,2",ALTAUSSEE (TRAUN),"9,14902749848514","4,22018348623853",649638,,,,,,
GRDC_6243030_DMF,6243030,"47,2761","11,3969","-650598,682","-819652,3756",INNSBRUCK,INNSBRUCK,5792,"565,95",201525,AT,0,0,0,1951,2009,59,0,1,,6243030,669413,2005,"4426767,284","2685720,746","5795,58999999989",1,"3,58999999988737","0,0619820441969504",1,,,,,,669413,,,,,,
GRDC_6243110_DMF,6243110,"46,8628","10,9186","-692063,4795","-860746,7087",VENT,VENT,"164,7","1877,08",201368,AT,0,0,0,1951,2009,59,0,1,,6243110,687197,2005,"4391105,232","2639248,424","165,550000000009",1,"0,850000000009061","0,516089860357657",1,,,,,,687197,,,,,,
GRDC_6243200_DMF,6243200,"47,4553","12,39","-573822,8032","-808349,0996",KITZBUEHEL (BAHNHOFSBRUECKE),KITZBUEHEL (BAHNHOFSBRUECKE),153,"736,29",201913,AT,0,0,1,1951,2005,55,0,0,,6243200,660386,2005,"4501314,309","2707542,572","154,710000000021",1,"1,71000000002147","1,11764705883756",1,,,,,,660386,,,,,,
GRDC_6243201_DMF,6243201,"47,52","12,4192","-570907,4707","-801435,465",ST. JOHANN IN TIROL,ST. JOHANN IN TIROL,"332,4","649,88",201939,AT,0,0,1,1951,2005,55,0,0,,6243201,657825,2005,"4503288,571","2714799,474","185,739999999991",1,"-146,660000000009","-44,1215403128788",0,-999,-999,-999,-999,-999,,,,,,,
GRDC_6243210_DMF,6243210,"47,52","12,4031","-572114,9298","-801307,1186",SPERTEN,SPERTEN,"147,4","668,97",201921,AT,0,0,1,1961,2005,45,0,0,,6243210,657824,2005,"4502075,913","2714759,959","137,219999999966",1,"-10,1800000000339","-6,90637720490764",1,,,,,,657824,,,,,,
GRDC_6243220_DMF,6243220,"47,5197","12,4425","-569163,3151","-801653,8676",ALMDORF,ALMDORF,"165,3",660,201947,AT,0,0,1,1956,2005,50,0,0,,6243220,657781,2005,"4505044,584","2714823,809","2,24999999999809",1,"-163,050000000002","-98,6388384755002",0,-999,-999,-999,-999,-999,,,,,,,
