grdc_no,wmo_reg,sub_reg,mix_reg,nat_id,river,station,country_code,lat,long,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,proc_tyrs,proc_tmon,f_import,f_im_yr,l_import,l_im_yr,provider_id,acsys,flux2ocean,gems,gcos_gtn-h,statistics,Pristine Basins,GRDC Reference Dataset,AdaptAlp,ArctHycos,
4121160,4,21,421,6452000,WHITE RIVER (TRIB. MISSOURI),"NEAR OACOMA, SD",US,"43,7483","-99,5565",26418,"419,8",4121800,0,1928,2014,87,"0,37",    ,    ,     ,     ,1928,2014,87,"16,559","0,522",20,"97,7","99,9",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4121161,4,21,421,6447000,WHITE RIVER (TRIB. MISSOURI),"NEAR KADOKA, SD",US,"43,7525","-101,5249",12950,"646,84",4121160,0,1942,2014,73,0,    ,    ,     ,     ,1942,2014,73,"7,629","0,241",19,"97,3",100,6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121162,4,21,421,6445685,WHITE RIVER (TRIB. MISSOURI),NEAR NE-SD STATE LINE,US,"43,013","-102,8357","3729,6","923,54",4121161,0,1987,2014,28,"1,13",    ,    ,     ,     ,1987,2014,28,"1,116","0,035",9,"92,9","99,7",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121300,4,21,421,6478500,JAMES RIVER (TRIB. MISSOURI),"NEAR SCOTLAND, SD",US,"43,1858","-97,6356","53491,301","356,01",4121801,0,1928,2014,87,"0,4",    ,    ,     ,     ,1928,2014,87,"22,009","0,694",13,"97,7","99,9",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4121301,4,21,421,6477000,JAMES RIVER (TRIB. MISSOURI),"NEAR FORESTBURG, SD",US,"43,9739","-98,0709","45558,102","368,3",4121300,0,1950,2014,65,"0,54",    ,    ,     ,     ,1950,2014,65,"19,669","0,62",14,"98,5","99,6",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121302,4,21,421,6473000,JAMES RIVER (TRIB. MISSOURI),"ASHTON, SD",US,"44,9983","-98,4809","25231,801","379,29",4121301,0,1945,2014,70,"0,17",    ,    ,     ,     ,1945,2014,70,"10,699","0,337",13,"98,6","99,9",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121303,4,21,421,6471000,JAMES RIVER (TRIB. MISSOURI),"COLUMBIA, SD",US,"45,6036","-98,3104","15169,6","387,98",4121302,0,1945,2014,70,"1,04",    ,    ,     ,     ,1945,2014,70,"7,027","0,222",15,"98,6","99,9",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121304,4,21,421,6470000,JAMES RIVER (TRIB. MISSOURI),"JAMESTOWN, ND",US,"46,8897","-98,6817","7303,8","418,57",4121303,0,1928,2014,87,"9,07",    ,    ,     ,     ,1928,2014,87,"3,74","0,118",16,"86,2","99,9",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121310,4,21,421,6479000,VERMILLION RIVER,"NEAR WAKONDA, SD",US,"42,9908","-96,9639","4351,2","350,79",4121311,0,1945,1983,39,0,    ,    ,     ,     ,1945,1983,39,"3,078","0,097",22,"94,9",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4121311,4,21,421,6479010,VERMILLION RIVER,"NEAR VERMILLION, SD",US,"42,8172","-96,9242","5962,2","342,9",4121801,0,1983,2014,32,"0,01",    ,    ,     ,     ,1983,2014,32,"11,105","0,35",59,"96,9","99,7",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121320,4,21,421,6485500,BIG SIOUX RIVER,"AKRON, IA",US,"42,8372","-96,5617","21818,199","341,04",4121801,0,1928,2014,87,0,    ,    ,     ,     ,1928,2014,87,"39,063","1,232",56,"98,9","99,9",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4121321,4,21,421,6480000,BIG SIOUX RIVER,"NEAR BROOKINGS, SD",US,"44,18","-96,7489","10095,8","473,02",4121320,0,1953,2014,62,0,    ,    ,     ,     ,1953,2014,62,"9,826","0,31",31,"98,4","99,9",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4121330,4,21,421,6600500,FLOYD RIVER,"JAMES, IA",US,"42,5767","-96,3122","2294,7","333,02",4121801,0,1934,2014,81,"0,1",    ,    ,     ,     ,1934,2014,81,"7,66","0,242",105,"98,8","99,9",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,0,1,0,0,0,0
4121340,4,21,421,6606600,LITTLE SIOUX RIVER,"CORRECTIONVILLE, IA",US,"42,4722","-95,7972",6475,"334,21",4121341,0,1918,2014,97,"7,46",    ,    ,     ,     ,1918,2014,97,"27,65","0,872",135,"89,7","99,9",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4121341,4,21,421,6607500,LITTLE SIOUX RIVER,"NEAR TURIN, IA",US,"41,9644","-95,9728","9132,3","310,85",4121801,0,1942,2014,73,"0,35",    ,    ,     ,     ,1942,2014,73,"37,645","1,187",130,"97,3","99,9",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121350,4,21,421,6609500,BOYER RIVER,"LOGAN, IA",US,"41,6425","-95,7828","2255,9","307,66",4121801,0,1918,2014,97,"12,97",    ,    ,     ,     ,1918,2014,97,"10,674","0,337",149,"85,6","99,8",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,0,0,0,0,0,0
4121400,4,21,421,6465500,NIOBRARA RIVER,"NEAR VERDEL, NEBR.",US,"42,7397","-98,2242","29992,199","399,93",4121800,0,1928,2014,87,"31,42",    ,    ,     ,     ,1928,2014,87,"49,84","1,572",52,"64,4","99,9",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121401,4,21,421,6461500,NIOBRARA RIVER,"NEAR SPARKS, NEBR.",US,"42,9028","-100,3615","18518,5","697,25",4121400,0,1945,2014,70,"0,4",    ,    ,     ,     ,1945,2014,70,"21,824","0,688",37,"98,6","99,8",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121420,4,21,421,6357800,GRAND RIVER (TRIB. M. MISSOURI),"LITTLE EAGLE, SD",US,"45,6578","-100,8182","13908,3","495,19",4121800,0,1958,2014,57,"0,54",    ,    ,     ,     ,1958,2014,57,"7,499","0,237",17,"96,5","99,8",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121430,4,21,421,6349000,HEART RIVER (TRIB. MISSOURI),"NEAR MANDAN, ND",US,"46,8339","-100,9746","8572,9","499,48",4121802,0,1924,2014,91,"8,47",    ,    ,     ,     ,1924,2014,91,"7,767","0,245",29,89,"99,8",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121431,4,21,421,6345500,HEART RIVER (TRIB. MISSOURI),"NEAR RICHARDTON, ND",US,"46,7456","-102,3083","3211,6","656,44",4121430,0,1903,2014,112,"18,47",    ,    ,     ,     ,1903,2014,112,"2,821","0,089",28,"79,5","99,8",6.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4121800,4,21,421,6467500,MISSOURI RIVER,"YANKTON, S.D.",US,"42,8661","-97,3939",723905,"347,37",4121801,0,1930,1997,68,"2,98",1930,1984,55,0,1930,1997,68,"738,851","23,3",32,"94,1",100,27.4.2000,2000,15.12.2014,2014,1,0,0,1,0,1,0,0,0,0,0
4121801,4,21,421,6610000,MISSOURI RIVER,"OMAHA, NE",US,"41,2589","-95,9225","846305,813","289,02",4122650,0,1928,2014,87,0,    ,    ,     ,     ,1928,2014,87,"914,764","28,848",34,"98,9",100,7.12.2004,2004,15.12.2014,2014,1,0,0,1,0,1,0,1,0,0,0
4121802,4,21,421,6342500,MISSOURI RIVER,"BISMARCK, ND",US,"46,8142","-100,8214",482776,"493,25",4121800,0,1927,2014,88,"0,84",    ,    ,     ,     ,1927,2014,88,"628,585","19,823",41,"96,6",100,6.12.2004,2004,15.12.2014,2014,1,0,0,1,0,1,0,1,0,0,0
4122100,4,22,422,6800500,ELKHORN RIVER,"WATERLOO, NE",US,"41,2936","-96,2836",17871,"336,72",4122601,0,1899,2014,116,"22,92",    ,    ,     ,     ,1899,2014,116,"40,09","1,264",71,"71,6",100,13.9.2001,2001,15.12.2014,2014,1,0,0,1,0,1,1,0,0,0,0
4122101,4,22,422,6798500,ELKHORN RIVER,"NELIGH, NE",US,"42,1222","-98,0281",5698,"522,43",4122100,0,1930,1993,64,"2,91",    ,    ,     ,     ,1930,1993,64,"8,095","0,255",45,"85,9",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122105,4,22,422,6799500,LOGAN CREEK,"NEAR UEHLING, NE",US,"41,7128","-96,522","2628,9","368,42",4122100,0,1941,2014,74,"0,77",    ,    ,     ,     ,1941,2014,74,"7,211","0,227",87,"94,6","99,9",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122110,4,22,422,6776500,DISMAL RIVER,"DUNNING, NE",US,"41,8231","-100,1018","5283,6","794,4",4122637,0,1932,1995,64,"20,85",    ,    ,     ,     ,1932,1995,64,"9,424","0,297",56,"45,3",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122111,4,22,422,6775900,DISMAL RIVER,"NEAR THEDFORD, NEBR.",US,"41,7792","-100,5254","2501,9","853,48",4122110,0,1966,2014,49,0,    ,    ,     ,     ,1966,2014,49,"5,926","0,187",75,98,100,7.12.2004,2004,15.12.2014,2014,1,0,0,1,0,1,1,0,0,0,0
4122120,4,22,422,6639000,SWEETWATER RIVER,"NEAR ALCOVA, WY",US,"42,4577","-107,1964","6026,9","1804,42",4122153,0,1913,2014,102,"31,49",    ,    ,     ,     ,1913,2014,102,"3,363","0,106",18,"44,1","99,6",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122130,4,22,422,6764880,PLATTE RIVER (SOUTH),"ROSCOE, NEBR.",US,"41,1258","-101,5768",61901,"960,12",4122603,0,1982,2014,33,"0,16",    ,    ,     ,     ,1982,2014,33,"19,179","0,605",10,"84,8",100,7.12.2004,2004,15.12.2014,2014,1,0,0,1,0,1,0,1,0,0,0
4122131,4,22,422,6758500,PLATTE RIVER (SOUTH),"NEAR WELDONA, CO",US,"40,3219","-103,9219","34162,102","1313,02",4122130,0,1952,2007,56,0,    ,    ,     ,     ,1952,2007,56,"20,022","0,631",18,"96,4",100,7.12.2004,2004,15.12.2014,2014,1,0,0,1,0,1,0,0,0,0,0
4122132,4,22,422,6754000,PLATTE RIVER (SOUTH),"NEAR KERSEY, CO",US,"40,4122","-104,5833","25016,801","1394,69",4122131,0,1901,2007,107,"2,03",    ,    ,     ,     ,1901,2007,107,"25,276","0,797",32,"96,3","99,8",7.12.2004,2004,15.12.2014,2014,1,0,0,1,0,1,0,0,0,0,0
4122133,4,22,422,6720500,PLATTE RIVER (SOUTH),"HENDERSON, CO",US,"39,9219","-104,8683","12349,1","1523,73",4122132,0,1926,2007,82,0,    ,    ,     ,     ,1926,2007,82,"12,225","0,386",31,"97,6",100,7.12.2004,2004,15.12.2014,2014,1,0,0,1,0,1,0,0,0,0,0
4122134,4,22,422,6701500,PLATTE RIVER (SOUTH),"BELOW CHEESMAN LAKE, CO",US,"39,2092","-105,2678","4537,7","2014,51",4122133,0,1924,2007,84,"3,62",    ,    ,     ,     ,1924,2007,84,"4,86","0,153",34,"92,9",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122140,4,22,422,6752500,CACHE LA POUDRE RIVER,"NEAR GREELEY, CO",US,"40,4178","-104,64","4861,4","1405,43",4122132,0,1903,1998,96,"14,98",    ,    ,     ,     ,1903,1998,96,"3,948","0,125",26,"82,3",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122141,4,22,422,6752000,CACHE LA POUDRE RIVER,"NEAR FORT COLLINS, CO",US,"40,6644","-105,2244",2735,"1591,01",4122140,0,1881,2007,127,"3,58",    ,    ,     ,     ,1881,2007,127,"10,161","0,32",117,"92,9",100,7.12.2004,2004,15.12.2014,2014,1,0,0,1,0,1,0,0,0,0,0
4122150,4,22,422,6690500,PLATTE RIVER (NORTH),"NEAR KEYSTON, NEBR",US,"41,2083","-101,631",75887,"946,58",4122603,0,1942,1994,53,0,    ,    ,     ,     ,1942,1994,53,"14,165","0,447",6,"98,1","99,7",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122151,4,22,422,6630000,PLATTE RIVER (NORTH),"ABOVE SEMINOE RESERVOIRE NR SINCLAIR, WY",US,"41,8722","-107,0575","10813,3","1950,95",4122153,0,1939,2014,76,0,    ,    ,     ,     ,1939,2014,76,"32,335","1,02",94,"98,7","99,9",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122152,4,22,422,6674500,PLATTE RIVER (NORTH),WYOMING-NEBRASKA STATE LINE,US,"41,9886","-104,0533","57544,602","1226,82",4122150,0,1929,2014,86,"0,02",    ,    ,     ,     ,1929,2014,86,"21,858","0,689",12,"98,8",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122153,4,22,422,6652000,PLATTE RIVER (NORTH),"ORIN, WY",US,"42,6505","-105,1633","38914,801","1420,37",4122152,0,1895,2014,120,"50,01",    ,    ,     ,     ,1895,2014,120,"44,944","1,417",36,"46,7",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122154,4,22,422,6620000,PLATTE RIVER (NORTH),"NEAR NORTHGATE, CO",US,"40,6375","-106,3384","3706,3","2380,61",4122151,0,1904,2014,111,"9,58",    ,    ,     ,     ,1904,2014,111,"12,213","0,385",104,"89,2","99,9",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122155,4,22,422,6635000,MEDICINE BOW RIVER,ABOVE SIMINOE RESERVOIRE NEAR HANNA NY,US,"42,0097","-106,5131","6055,4","1955,41",4122153,0,1939,2014,76,0,    ,    ,     ,     ,1939,2014,76,"5,038","0,159",26,"98,7","99,9",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122160,4,22,422,6810000,NISHNABOTNA RIVER,"ABOVE HAMBURG, IA",US,"40,6325","-95,6258","7267,5","272,54",4122903,0,1922,2014,93,"5,39",    ,    ,     ,     ,1922,2014,93,"38,157","1,203",166,"93,5","99,7",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122165,4,22,422,6808500,NISHNABOTNA RIVER,"RANDOLPH, IA (WEST)",US,"40,8731","-95,5803","3434,3","284,38",4122160,0,1948,2014,67,0,    ,    ,     ,     ,1948,2014,67,"19,798","0,624",182,"98,5",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122170,4,22,422,6811500,LITTLE NEMAHA RIVER,"AUBURN, NE",US,"40,3925","-95,8131","2051,3","271,23",4122903,0,1949,2014,66,"0,42",    ,    ,     ,     ,1949,2014,66,"8,949","0,282",138,97,100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,0,1,0,0,0,0
4122180,4,22,422,6815000,BIG NEMAHA RIVER,"FALLS CITY, NE",US,"40,0356","-95,5961",3468,"261,59",4122902,0,1944,2014,71,"0,42",    ,    ,     ,     ,1944,2014,71,"16,863","0,532",153,"97,2",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122190,4,22,422,6820500,PLATTE RIVER (LEFT TRIB. MISSOURI),"NEAR AGENCY, MO",US,"39,6889","-94,7044","4558,4","246,09",4122902,0,1924,2014,91,"1,94",    ,    ,     ,     ,1924,2014,91,"28,539","0,9",197,"95,6",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122200,4,22,422,6886000,BIG BLUE RIVER (TRIB. MISSOURI),"RANDOLPH, KS",US,"39,45","-96,717",23569,"315,44",4122201,0,1918,1960,43,0,    ,    ,     ,     ,1918,1960,43,"46,65","1,471",62,"95,3",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122201,4,22,422,6887000,BIG BLUE RIVER (TRIB. MISSOURI),"NEAR MANHATTAN, KS",US,"39,2372","-96,5714","24967,6","301,41",4122701,0,1950,2014,65,0,    ,    ,     ,     ,1950,2014,65,"63,761","2,011",81,"98,5",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122210,4,22,422,6884500,LITTLE BLUE RIVER,"WATERVILLE, KS",US,"39,6997","-96,7547","9088,3","338,63",4122200,0,1922,1958,37,"8,63",    ,    ,     ,     ,1922,1958,37,"17,731","0,559",62,"83,8",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122211,4,22,422,6884400,LITTLE BLUE RIVER,"NEAR BARNES, KS",US,"39,7758","-96,8584","8609,2","347,49",4122210,0,1958,2014,57,"0,08",    ,    ,     ,     ,1958,2014,57,"18,401","0,58",67,"98,2",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122212,4,22,422,6883000,LITTLE BLUE RIVER,"NEAR DEWEESE, NE",US,"40,3328","-98,067","2548,6","497,64",4122211,0,1953,2014,62,"3,59",    ,    ,     ,     ,1953,2014,62,"3,891","0,123",48,"95,2","99,6",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122220,4,22,422,6864500,SMOKY HILL RIVER,"ELLSWORTH, KS",US,"38,7267","-98,2337","19632,199","495,95",4122222,0,1895,2014,120,"13,23",    ,    ,     ,     ,1895,2014,120,"6,338","0,2",10,85,"99,8",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122221,4,22,422,6860000,SMOKY HILL RIVER,"ELKADER, KS",US,"38,7925","-100,8557","9207,5","799,98",4122220,0,1939,2014,76,0,    ,    ,     ,     ,1939,2014,76,"0,56","0,018",2,"98,7",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122222,4,22,422,6877600,SMOKY HILL RIVER,"ENTERPRISE, KS",US,"38,9067","-97,1203","49883,398","336,27",4122201,0,1934,2014,81,0,    ,    ,     ,     ,1934,2014,81,"42,501","1,34",27,"98,8",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122230,4,22,422,6869500,SALINE RIVER (TRIB. MISSOURI RIVER),"TESCOTT, KS",US,"39,0042","-97,8742","7303,8","385,68",4122222,0,1919,2014,96,"0,14",    ,    ,     ,     ,1919,2014,96,"5,938","0,187",26,99,100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122240,4,22,422,6876900,SOLOMON RIVER,"NILES, KS",US,"38,9689","-97,4764","17534,301","353,86",4122222,0,1897,2014,118,"11,77",    ,    ,     ,     ,1897,2014,118,"15,539","0,49",28,"87,3","99,9",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122250,4,22,422,6897500,GRAND RIVER (TRIB. L. MISSOURI),"NEAR GALLATIN, MO",US,"39,927","-93,9427","5827,5","218,71",4122251,0,1920,2014,95,"0,08",    ,    ,     ,     ,1920,2014,95,"36,343","1,146",197,"97,9",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122251,4,22,422,6902000,GRAND RIVER (TRIB. L. MISSOURI),"NEAR SUMNER, MO",US,"39,6403","-93,2738","17819,199","192,38",4122901,0,1924,2014,91,0,    ,    ,     ,     ,1924,2014,91,"121,376","3,828",215,"98,9",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122255,4,22,422,6899500,THOMPSON RIVER,"TRENTON, MO",US,"40,0795","-93,6444","4325,3","220,03",4122251,0,1928,2014,87,0,    ,    ,     ,     ,1928,2014,87,"29,886","0,942",218,"98,9",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122260,4,22,422,6908000,BLACKWATER RIVER,"BLUE LICK, MO",US,"38,9922","-93,1969","2900,8","180,99",4122901,0,1922,2014,93,"5,02",    ,    ,     ,     ,1922,2014,93,"23,819","0,751",259,"92,5",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122270,4,22,422,6913500,MARAIS DES CYGNES RIVER,"NEAR OTTAWA, KS",US,"38,6186","-95,268","3237,5","261,42",4122271,0,1902,2014,113,"11,58",    ,    ,     ,     ,1902,2014,113,"19,536","0,616",190,"87,6","99,8",13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122271,4,22,422,6916600,MARAIS DES CYGNES RIVER,"NEAR KS-MO STATE LINE, KS",US,"38,2225","-94,668","8365,7","230,75",4122301,0,1958,2014,57,0,    ,    ,     ,     ,1958,2014,57,"61,327","1,934",231,"98,2",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122280,4,22,422,6933500,GASCONADE RIVER,"JEROME, MO",US,"37,9298","-91,9774","7355,6","200,45",4122281,0,1903,2014,112,"14,74",    ,    ,     ,     ,1903,2014,112,"74,424","2,347",319,"83,9",100,13.9.2001,2001,15.12.2014,2014,1,0,0,0,0,1,1,0,0,0,0
4122281,4,22,422,6934000,GASCONADE RIVER,"NEAR RICH FOUNTAIN, MO",US,"38,3889","-91,821","8236,2","168,77",4122900,0,1921,2014,94,29,    ,    ,     ,     ,1921,2014,94,"86,323","2,722",331,"69,1",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122300,4,22,422,6926000,OSAGE RIVER,"NEAR BAGNELL, MO",US,"38,1914","-92,6074",36260,"167,38",4122900,0,1925,2014,90,"0,01",    ,    ,     ,     ,1925,2014,90,"295,94","9,333",257,"98,9",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122301,4,22,422,6918070,OSAGE RIVER,"ABOVE SHELL CITY, MO",US,"38,0556","-94,1458","14011,9","213,36",4122300,0,1979,2012,34,"12,77",    ,    ,     ,     ,1979,2012,34,"151,679","4,783",341,"82,4","98,2",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122350,4,22,422,6856600,REPUBLICAN RIVER,"CLAY CENTER, KS",US,"39,3556","-97,1264","63563,801","353,33",4122701,0,1917,2014,98,"0,01",    ,    ,     ,     ,1917,2014,98,"25,682","0,81",13,99,100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122351,4,22,422,6843500,REPUBLICAN RIVER,"CAMBRIDGE, NEBR.",US,"40,2847","-100,1435","37451,398","682,47",4122350,0,1945,2014,70,"0,57",    ,    ,     ,     ,1945,2014,70,"6,429","0,203",5,"98,6","99,5",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122352,4,22,422,6828500,REPUBLICAN RIVER,"STRATTON, NEBR.",US,"40,1411","-101,2288",21238,"845,97",4122351,0,1950,2014,65,0,    ,    ,     ,     ,1950,2014,65,"2,627","0,083",4,"98,5","99,9",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122360,4,22,422,6847500,SAPPA CREEK,"NEAR STAMFORD, NEBR.",US,"40,1314","-99,5546","9945,6","603,9",4122350,0,1946,2014,69,0,    ,    ,     ,     ,1946,2014,69,"1,071","0,034",3,100,100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122370,4,22,422,6835500,FRENCHMAN CREEK,"CULBERTSON, NEBR.",US,"40,2347","-100,8782","7744,1","787,43",4122351,0,1935,2014,80,0,    ,    ,     ,     ,1935,2014,80,"2,215","0,07",9,100,"99,9",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122600,4,22,422,6805500,PLATTE RIVER,"LOUISVILLE, NEBR.",US,"41,0153","-96,1581","221108,297","306,96",4122650,0,1953,2014,62,"0,44",1973,1984,12,0,1953,2014,62,"203,349","6,413",29,"96,8",100,27.4.2000,2000,15.12.2014,2014,1,0,0,1,0,1,0,1,0,0,0
4122601,4,22,422,6801000,PLATTE RIVER,"NEAR ASHLAND, NE",US,"41,0622","-96,3247",218078,"316,99",4122610,0,1928,2014,87,"32,58",    ,    ,     ,     ,1928,2014,87,"163,949","5,17",24,"64,4",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122602,4,22,422,6774000,PLATTE RIVER,"NEAR DUNCAN, NEBR.",US,"41,3678","-97,4948",153587,"450,14",4122601,0,1895,2014,120,"23,34",    ,    ,     ,     ,1895,2014,120,"49,581","1,564",10,"70,8","99,9",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122603,4,22,422,6770500,PLATTE RIVER,"NEAR GRAND ISLAND, NEBR.",US,"40,8745","-98,282","149313,5","558,36",4122602,0,1934,2014,81,"0,33",    ,    ,     ,     ,1934,2014,81,"42,558","1,342",9,"96,3",100,7.12.2004,2004,15.12.2014,2014,1,0,0,1,0,1,0,0,0,0,0
4122610,4,22,422,,PLATTE RIVER,"SOUTH BEND, NEBR.",US,"41,03","-96,3",221000,317,4122601,0,    ,    ,     ,     ,1965,1972,8,0,1965,1972,8,"167,792","5,291",24,100,100,20.2.1992,1992,20.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
4122620,4,22,422,6803555,SALT CREEK (TRIB. MISSOURI),"GREENWOOD, NEBR.",US,"40,9656","-96,4506","2719,5","325,57",4122601,0,1951,2014,64,"0,37",    ,    ,     ,     ,1951,2014,64,"10,069","0,318",117,"98,4","99,7",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122630,4,22,422,6793000,LOUP RIVER,"NEAR GENOA, NEBR.",US,"41,4181","-97,7239","37088,801","469,43",4122601,0,1929,2014,86,"13,8",    ,    ,     ,     ,1929,2014,86,"23,098","0,728",20,"83,7","99,8",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122635,4,22,422,6790500,NORTH LOUP RIVER,"NEAR ST. PAUL, NEBR.",US,"41,2633","-98,4492","11142,2","536,23",4122630,0,1928,2014,87,"0,3",    ,    ,     ,     ,1928,2014,87,"27,237","0,859",77,"97,7",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122636,4,22,422,6786000,NORTH LOUP RIVER,"TAYLOR, NEBR.",US,"41,7769","-99,3796","6086,5","685,25",4122635,0,1936,2014,79,"0,3",    ,    ,     ,     ,1936,2014,79,"14,055","0,443",73,"97,5",100,7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
4122637,4,22,422,6785000,MIDDLE LOUP RIVER,"ST.PAUL, NEBR.",US,"41,2036","-98,4465","20914,301","541,51",4122630,0,1928,2014,87,"0,34",    ,    ,     ,     ,1928,2014,87,"32,583","1,028",49,"96,6","99,9",7.12.2004,2004,15.12.2014,2014,1,0,0,0,0,1,0,0,0,0,0
