grdc_no,wmo_reg,sub_reg,mix_reg,nat_id,river,station,country_code,lat,long,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,proc_tyrs,proc_tmon,f_import,f_im_yr,l_import,l_im_yr,provider_id,acsys,flux2ocean,gems,gcos_gtn-h,statistics,Pristine Basins,GRDC Reference Dataset,AdaptAlp,ArctHycos,
1201100,1,1,101,,MEJERDA,GHARDIMAOU,TN,"36,27","8,43",1480,192,1201500,0,    ,    ,     ,     ,1976,1979,4,0,1976,1979,4,"3,021","0,095",64,100,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1201150,1,1,101,,MELLEGUE,K13,TN,"36,12","8,5",9000,327,1201500,0,    ,    ,     ,     ,1976,1979,4,0,1976,1979,4,"4,667","0,147",16,100,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1201500,1,1,101,,MEJERDA,SLOUGHIA,TN,"36,58","9,52",20895,67,0,0,    ,    ,     ,     ,1976,1979,4,0,1976,1979,4,"18,292","0,577",28,100,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1304100,1,4,104,169/2,EMSA,EMSA,MA,"35,52","-5,3",110,5,0,0,1971,1988,18,0,1971,1988,18,0,1971,1988,18,"0,692","0,022",198,"88,9",100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1104150,1,4,104,,CHELIF,SIDI BELATAR,DZ,"36,02","0,27",43750,2,0,0,1978,2001,24,"58,35",1976,1977,2,0,1976,2001,26,"17,418","0,549",13,"38,5","99,2",18.2.1992,1992,9.8.2005,2005,-999,0,1,0,1,1,0,1,0,0,0
1104200,1,4,104,,MINA,OUED EL-ABTAL,DZ,"35,5","0,68",6635,205,1104150,0,    ,    ,     ,     ,1976,1978,3,0,1976,1978,3,"2,583","0,081",12,"66,7",100,18.2.1992,1992,18.2.1992,1992,-999,0,0,1,0,0,0,0,0,0,0
1104300,1,4,104,,RHIOU,AMMI MOUSSA,DZ,"35,87","1,12",2398,140,1104150,0,    ,    ,     ,     ,1976,1979,4,0,1976,1979,4,"3,229","0,102",42,100,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,1,0,0,0,0,0,0,0
1104450,1,4,104,,MAZAFRAN,FER A CHEVAL,DZ,"36,67","2,82",1912,10,0,0,1979,1995,17,"0,03",1976,1978,3,0,1976,1995,20,"3,723","0,117",61,90,100,18.2.1992,1992,9.8.2005,2005,-999,0,0,0,0,0,0,0,0,0,0
1104480,1,4,104,,BOUDOUAOU,KEDDARA,DZ,"36,65","3,42",829,60,1104500,0,    ,    ,     ,     ,1976,1979,4,0,1976,1979,4,"0,361","0,011",14,75,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,1,0,0,0,0,0,0,0
1104500,1,4,104,,ISSER,LAKHDARIA,DZ,"36,62","3,58",4149,90,0,0,    ,    ,     ,     ,1976,1979,4,0,1976,1979,4,"6,472","0,204",49,75,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,1,0,0,0,0,0,0,0
1104530,1,4,104,,SEBAOU,BAGHLIA,DZ,"36,8","3,87",2501,20,0,0,    ,    ,     ,     ,1976,1979,4,0,1976,1979,4,"17,792","0,561",224,100,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,1,0,0,0,0,0,0
1104600,1,4,104,,BOUSELAM,SIDI YAHIA,DZ,"36,42","4,6",4309,220,0,0,1988,1997,10,0,1976,1978,3,0,1976,1997,22,"4,69","0,148",34,50,"98,5",18.2.1992,1992,9.8.2005,2005,-999,0,0,0,0,1,0,0,0,0,0
1104700,1,4,104,,RHUMEL,OUED ATHMANIA,DZ,"36,23","6,3",1220,710,0,0,    ,    ,     ,     ,1976,1978,3,0,1976,1978,3,"0,083","0,003",2,"66,7",100,18.2.1992,1992,18.2.1992,1992,-999,0,0,1,0,0,0,0,0,0,0
1104800,1,4,104,,MELAH,BOUCHEGOUF,DZ,"36,45","7,72",552,95,0,0,1978,2003,26,"8,02",1976,1977,2,0,1976,2003,28,"2,88","0,091",165,"78,6",100,18.2.1992,1992,9.8.2005,2005,-999,0,0,0,0,0,0,0,0,0,0
1304800,1,4,104,1447/6,KERT,DAR DRIOUCH,MA,"34,9","-3,29",1353,273,0,0,1969,1987,19,"0,92",1969,1987,19,"0,46",1969,1987,19,"0,667","0,021",16,"89,5",100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1204900,1,4,104,,JOUMINE,DJEBEL ANTRA,TN,"36,95","9,47",235,130,0,0,    ,    ,     ,     ,1976,1979,4,0,1976,1979,4,"1,625","0,051",218,100,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1107700,1,7,107,,TAFNA,PIERRE DU CHAT,DZ,"35,15","-1,45",7245,60,0,0,1979,2001,23,"1,85",1976,1979,4,"16,67",1976,2001,26,"2,836","0,089",12,"88,5","99,3",18.2.1992,1992,9.8.2005,2005,-999,0,0,0,0,1,0,0,0,0,0
1107800,1,7,107,,ISSER (TRIB. TAFNA),BENSEKRANE,DZ,"35,07","-1,22",1118,287,1107800,0,1979,1999,21,"0,04",1976,1978,3,0,1976,1999,24,"0,693","0,022",20,"91,7",100,18.2.1992,1992,9.8.2005,2005,-999,0,0,1,0,0,0,0,0,0,0
1308100,1,8,108,318/30,MOULOUYA,ZEIDA,MA,"32,97","-4,9",1673,1450,1308600,0,1976,1988,13,0,1976,1988,13,0,1976,1988,13,"1,723","0,054",32,"84,6",100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1308110,1,8,108,658/38,ANSGEMIR,ANSEGMIR,MA,"32,75","-4,9",960,450,1308100,0,1959,1988,30,"0,02",1959,1988,30,0,1959,1988,30,"2,486","0,078",82,"96,7","99,7",25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1308600,1,8,108,,MOULOUYA,DAR EL CAID,MA,"34,24","-3,32",24422,325,0,0,    ,    ,     ,     ,1957,1988,32,"1,31",1957,1988,32,"20,279","0,64",26,"96,9","99,2",28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,1,0,0,0
1309200,1,9,109,510/48,NFIS,NKOURIS,MA,"31,08","-8,1",848,1100,0,0,1976,1988,13,"0,89",1976,1988,13,"0,69",1976,1988,13,"2,492","0,079",93,"84,6","99,2",25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1309500,1,9,109,,BOUREGREG,LALLA CHAFIA,MA,"33,7","-6,54",3230,180,0,0,    ,    ,     ,     ,1980,1984,5,0,1980,1984,5,"2,167","0,068",21,80,100,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1309520,1,9,109,548/29,GROU,OULJET HABOUB,MA,"33,21","-6,23",1627,548,0,0,1976,1988,13,0,1976,1988,13,0,1976,1988,13,"3,829","0,121",74,"84,6",100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1309550,1,9,109,,EL ABID,AIT OUCHENE,MA,"32,25","-6,08",2350,1070,0,0,    ,    ,     ,     ,1980,1984,5,0,1980,1984,5,"3,042","0,096",41,80,100,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1309560,1,9,109,2605/37,OUIRINE,TIZI N'ISLY,MA,"32,44","-5,63",-999,-999,1309600,0,1976,1988,13,"8,33",1976,1988,13,"8,33",1976,1988,13,"3,324","0,105",-999,"69,2",100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1309570,1,9,109,87/88,AGUENNOUR,TSALAT,MA,"33,33","-6,03",690,650,1309500,0,1977,1988,12,"0,61",1977,1988,12,"0,74",1977,1988,12,"1,442","0,045",66,"91,7","98,5",25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1309600,1,9,109,,OUM ER RBIA,DECHRA EL OUED,MA,"32,68","-5,9",3330,591,0,0,    ,    ,     ,     ,1953,1989,37,"0,94",1953,1989,37,"31,377","0,99",297,"91,9",100,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1309620,1,9,109,1376/29,OUM ER RBIA,TARHAT,MA,33,"-5,67",1036,866,1309600,0,1975,1987,13,0,1975,1987,13,0,1975,1987,13,"16,693","0,526",508,"92,3",100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,1,0,0,0,0
1309650,1,9,109,630/1,KHOBZ,KANNOUA,MA,"35,52","-5,84",220,6,0,0,1971,1988,18,"0,32",1971,1988,18,"0,49",1971,1988,18,"1,547","0,049",222,"88,9",100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1309660,1,9,109,476/1,TAIFINE,KALAYA,MA,"35,61","-5,73",40,30,0,0,1976,1987,12,0,1976,1987,12,0,1976,1987,12,"0,627","0,02",495,"83,3",100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1309675,1,9,109,612/4,LOUKKOS,MDOUAR,MA,35,"-5,5",667,84,0,0,1969,1988,20,0,1969,1988,20,0,1969,1988,20,"15,364","0,485",726,90,100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1309700,1,9,109,,SEBOU,AZIB SOLTANE,MA,"34,28","-5,43",17250,70,0,0,    ,    ,     ,     ,1959,1989,31,0,1959,1989,31,"56,954","1,796",104,"93,5",100,28.2.1992,1992,28.2.1992,1992,-999,0,0,1,0,1,0,1,0,0,0
1309720,1,9,109,609/9,OUERGHA,M'JARA,MA,"34,59","-5,25",6190,85,0,0,1976,1990,15,"0,16",1951,1990,40,"1,08",1951,1990,40,"87,823","2,77",447,95,100,25.2.1992,1992,28.2.1992,1992,-999,0,0,1,0,1,0,0,0,0,0
1309750,1,9,109,,OUERGHA,OURTZAGH,MA,"34,62","-5,01",4404,140,1309720,0,    ,    ,     ,     ,1951,1989,39,"0,22",1951,1989,39,"60,575","1,91",434,"94,9","99,8",28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1309800,1,9,109,,SEBOU,AIN TIMEDRINE,MA,"33,75","-4,53",4392,645,1309700,0,    ,    ,     ,     ,1965,1984,20,0,1965,1984,20,"18,36","0,579",132,95,100,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1309810,1,9,109,582/22,MDEZ,PONT DU MDEZ,MA,"33,67","-4,5",3435,725,1309800,0,1956,1990,35,"0,65",1956,1990,35,"0,5",1956,1990,35,"6,292","0,198",58,"94,3","99,5",25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,1,0,0,0,0,0
1309850,1,9,109,260/9,OUERGHA,BAB OUENDER,MA,"34,6","-4,55",1758,540,1309750,0,1952,1990,39,"1,04",1952,1990,39,"0,88",1952,1990,39,"18,186","0,574",326,"97,4","99,1",25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1310400,1,10,110,509/55,DADES,AIT MOUTADE,MA,"31,41","-5,47",1550,1545,0,0,1970,1987,18,0,1970,1987,18,0,1970,1987,18,"2,39","0,075",49,"88,9",100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1310500,1,10,110,1508/38,ZIA,FOUM TILLICH,MA,"32,23","-4,52",1240,1400,0,0,1974,1989,16,0,1974,1989,16,0,1974,1989,16,"1,353","0,043",34,"87,5",100,25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1310600,1,10,110,628/48,GUIR,TAZZOUGUERT,MA,32,"-3,75",2370,1052,0,0,1976,1989,14,"0,91",1976,1989,14,"1,28",1976,1989,14,"0,59","0,019",8,"85,7","98,6",25.2.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1512100,1,12,112,151,GORGOL BLANC,AGUEILLAT,MR,"16,92","-12,38",8370,-999,1812100,0,1978,1985,8,"12,63",1978,1985,8,"12,5",1978,1985,8,"2,007","0,063",8,"87,5",100,13.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1812100,1,12,112,,SENEGAL,DAGANA,SN,"16,52","-15,5",268000,-999,0,0,    ,    ,     ,     ,1903,1974,72,"8,74",1903,1974,72,"690,795","21,785",81,"84,7",100,28.2.1992,1992,28.2.1992,1992,-999,0,1,1,0,1,0,1,0,0,0
1112100,1,12,112,,SENEGAL,KAYES,ML,"14,45","-11,28",157400,20,1812500,0,1981,1990,10,"70,02",1951,1990,40,0,1951,1990,40,"475,385","14,992",95,"97,5",100,29.1.1992,1992,26.6.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1112110,1,12,112,,KOLIMBINE,KABATE,ML,"14,31","-11,13",25000,-999,1112100,0,1981,1990,10,"70,87",1981,1990,10,"70,83",1981,1990,10,"5,711","0,18",7,30,"97,2",29.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,1,0,0,0,0,0
1112200,1,12,112,,FALEME,GOURBASSY,ML,"13,23","-11,38",15000,-999,1812600,0,1981,1990,10,"71,69",1954,1990,37,0,1954,1990,37,"114,66","3,616",241,"97,3",100,29.1.1992,1992,26.6.1992,1992,-999,0,0,0,0,1,0,1,0,0,0
1512200,1,12,112,151,GHORFA,GHORFA AVAL,MR,"15,53","-12,7",5050,-999,1812300,0,1979,1985,7,"31,21",1979,1985,7,"30,95",1979,1985,7,"11,866","0,374",74,"71,4","96,7",13.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1812300,1,12,112,,SENEGAL,MATAM,SN,"15,65","-13,25",230000,-999,1812100,0,    ,    ,     ,     ,1903,1974,72,0,1903,1974,72,"763,713","24,084",105,"97,2",100,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,1,0,0,0
1112300,1,12,112,,SENEGAL,GALOUGO,ML,"13,83","-11,13",127000,69,1112100,0,1981,1990,10,"70,02",1905,1990,86,"35,02",1905,1990,86,"503,302","15,872",125,"58,1",100,29.1.1992,1992,26.6.1992,1992,-999,0,0,0,0,1,0,1,0,0,0
1512300,1,12,112,1512050,NIORDE,HARR,MR,"15,28","-12,55",1550,-999,1812300,0,1985,1985,1,"0,27",1985,1985,1,0,1985,1985,1,"4,481","0,141",91,100,100,13.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1112320,1,12,112,,BAKOYE,OUALIA,ML,"13,36","-9,23",84400,-999,1112300,0,1981,1990,10,"70,02",1951,1990,40,"29,2",1951,1990,40,"129,406","4,081",48,"62,5","98,7",29.1.1992,1992,26.6.1992,1992,-999,0,0,0,0,1,0,1,0,0,0
1112330,1,12,112,,"BAOULE (TRIB. ATUI, SENEGAL)",SIRAMAKANA,ML,"13,34","-9,53",58000,-999,1112320,0,1981,1990,10,"73,36",1972,1990,19,"60,96",1972,1990,19,"14,309","0,451",8,"21,1",100,29.1.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1112340,1,12,112,,BAKOYE,TOUKOTO,ML,"13,45","-9,88",16000,-999,1112320,0,1987,1990,4,"50,03",1952,1990,39,"41,59",1952,1990,39,"69,465","2,191",137,"46,2","98,6",28.2.1992,1992,24.6.1992,1992,-999,0,0,0,0,1,0,1,0,0,0
1112350,1,12,112,,"BAFING (TRIB. ATUI, SENEGAL)",DIBIA,ML,"13,14","-10,48",33000,-999,1112300,0,1981,1990,10,"81,68",1951,1990,40,"20,38",1951,1990,40,"320,948","10,121",307,"62,5","97,3",29.1.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,1,0,0,0
1112400,1,12,112,,FALEME,FADOUGOU,ML,"12,31","-11,23",9300,-999,1112200,0,1981,1990,10,"70,02",1952,1990,39,"6,05",1952,1990,39,"85,854","2,708",291,"84,6",100,29.1.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1112480,1,12,112,,"BAFING (TRIB. ATUI, SENEGAL)",DAKA SAYDOU,ML,"12,15","-10,2",15500,-999,1112500,0,1981,1990,10,"71,71",1952,1990,39,"27,37",1952,1990,39,"256,922","8,102",523,"69,2","97,8",29.1.1992,1992,28.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1112500,1,12,112,,"BAFING (TRIB. ATUI, SENEGAL)",BAFING MAKANA,ML,"12,33","-10,16",21700,-999,1112350,0,1981,1990,10,"70,18",1981,1990,10,70,1981,1990,10,"165,212","5,21",240,30,100,29.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,1,0,0,0,0,0
1812500,1,12,112,,SENEGAL,BAKEL,SN,"14,9","-12,45",218000,11,1812300,0,1979,1989,11,"50,67",1904,1989,86,"18,75",1904,1989,86,"748,688","23,611",108,50,"96,7",16.1.1992,1992,30.12.1993,1993,-999,0,0,0,0,1,0,1,0,0,0
1812600,1,12,112,,FALEME,KIDIRA,SN,"14,45","-12,22",28900,20,1812500,0,1979,1989,11,"50,43",1930,1989,60,"21,64",1930,1989,60,"182,592","5,758",199,"61,7",100,16.1.1992,1992,30.12.1993,1993,-999,0,0,0,0,1,0,1,0,0,0
1813180,1,13,113,,SIMA,SINTHIANG KOUNDARA,SN,"13,25","-13,92",495,-999,0,0,1981,1984,4,"35,29",1981,1984,4,35,1981,1984,4,"0,011",0,1,25,100,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1813200,1,13,113,,GAMBIA,GOULOUMBOU,SN,"13,47","-13,73",42000,0,0,0,1979,1989,11,"51,5",1970,1994,25,"12,16",1970,1994,25,"146,866","4,632",110,80,100,16.1.1992,1992,14.7.1998,1998,-999,0,1,0,0,1,0,1,0,0,0
1813250,1,13,113,,NIAOULE,NIAOULE TANOU,SN,"13,48","-13,68",1230,10,1813200,0,1979,1985,7,"33,35",1970,1985,16,"13,33",1970,1985,16,"0,155","0,005",4,"62,5",100,16.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1813300,1,13,113,,KOULOUNTOU,GUE DU P.N.N.K.,SN,"12,78","-13,48",5350,-999,1813320,0,1979,1983,5,"69,39",1971,1994,24,0,1971,1994,24,"27,372","0,863",161,100,100,16.1.1992,1992,14.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1813320,1,13,113,1813054,KOULOUNTOU,MISSIRAH GOUNAS,SN,"13,2","-13,62",6200,"1,85",1813200,0,    ,    ,     ,     ,1971,1995,25,"1,33",1971,1995,25,"28,535","0,9",145,96,100,14.7.1998,1998,14.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1813350,1,13,113,,SANDOUGOU,SINTHIOU MALEME,SN,"13,82","-13,9",6900,-999,0,0,1981,1989,9,"75,02",1981,1989,9,75,1981,1989,9,0,-999,-999,0,,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1813400,1,13,113,,NIERIKO,GOUMBEYEL,SN,"13,68","-13,17",6800,-999,1813450,0,1981,1983,3,"0,82",1981,1983,3,0,1981,1983,3,"0,088","0,003",0,"33,3",100,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1813450,1,13,113,,GAMBIA,WASSADOU AVAL,SN,"13,35","-13,38",33500,4,1813200,0,1979,1989,11,"51,46",1973,1994,22,"23,46",1973,1994,22,"123,261","3,887",116,"59,1",100,16.1.1992,1992,14.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1813460,1,13,113,,GAMBIA,WASSADOU AMONT,SN,"13,35","-13,37",21200,5,1813450,0,1979,1989,11,"60,82",1970,1994,25,"24,32",1970,1994,25,"121,353","3,827",181,64,100,16.1.1992,1992,14.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1813500,1,13,113,,GAMBIA,SIMENTI,SN,"13,03","-13,3",20500,10,1813460,0,1979,1989,11,"52,91",1970,1994,25,"20,95",1970,1994,25,"120,386","3,797",185,64,100,16.1.1992,1992,14.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1813550,1,13,113,,DIARHA,PONT ROUTIER,SN,"12,62","-12,77",760,47,1813500,0,1979,1985,7,"34,03",1972,1985,14,"15,38",1972,1985,14,"7,277","0,229",302,"57,1",100,16.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1813600,1,13,113,,NIOKOLO-KOBA,PONT ROUTIER,SN,"13,07","-12,73",3000,48,1813500,0,1977,1987,11,"14,9",1970,1987,18,"14,22",1970,1987,18,"6,031","0,19",63,"72,2","99,4",16.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1813650,1,13,113,,THIOKOYE,PONT ROUTIER,SN,"12,57","-12,53",950,113,1813500,0,1977,1989,13,"23,07",1971,1989,19,"18,06",1971,1989,19,"9,184","0,29",305,"63,2","98,6",16.1.1992,1992,30.12.1993,1993,-999,0,0,0,0,0,0,0,0,0,0
1813700,1,13,113,,GAMBIA,MAKO,SN,"12,87","-12,35",10450,75,1813500,0,1979,1989,11,"50,23",1970,1994,25,"20,27",1970,1994,25,"87,597","2,762",264,64,100,16.1.1992,1992,14.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1813750,1,13,113,,SILI,PONT ROUTIER,SN,"12,53","-12,27",90,-999,1813700,0,1977,1989,13,"16,13",1977,1989,13,"13,89",1977,1989,13,"0,378","0,012",133,"61,5","96,9",16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1813780,1,13,113,,GAMBIA,KEDOUGOU,SN,"12,55","-12,18",7550,102,1813700,0,1979,1989,11,"50,01",1970,1994,25,"12,16",1970,1994,25,"73,403","2,315",307,80,100,16.1.1992,1992,14.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1813800,1,13,113,,DIAGUERI,PONT ROUTIER,SN,"12,63","-12,08",1010,-999,1813700,0,1977,1988,12,"18,13",1977,1988,12,"17,86",1977,1988,12,"6,146","0,194",192,"58,3",100,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1814070,1,14,114,1193401032,GEBA,SONACO,GW,"12,43","-14,5",7340,4,0,0,    ,    ,     ,     ,1979,1993,15,"33,89",1979,1993,15,"1,467","0,046",6,40,"97,2",14.7.1998,1998,14.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1814400,1,14,114,,GEBA,KAYANGA AVAL (PONT WASSADOU),SN,"12,83","-14,13",2870,-999,1814070,0,1979,1983,5,"26,43",1979,1983,5,"26,67",1979,1983,5,"0,21","0,007",2,20,100,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1815020,1,15,115,1193402011,CORUBAL,SALTINHO AMONT,GW,"11,56","-14,67",23840,26,0,0,    ,    ,     ,     ,1977,1994,18,0,1977,1994,18,"313,729","9,894",415,"94,4","99,5",14.7.1998,1998,14.7.1998,1998,-999,0,0,0,0,1,0,1,0,0,0
1815070,1,15,115,1193402020,CORUBAL,TCHE-TCHE,GW,"11,93","-14,21",21880,35,1815020,0,    ,    ,     ,     ,1977,1994,18,0,1977,1994,18,"281,362","8,873",406,100,"99,1",14.7.1998,1998,14.7.1998,1998,-999,0,0,0,0,1,0,0,0,0,0
1615500,1,15,115,,CORUBAL,GAOUAL,GN,"11,78","-13,2",9749,100,1815070,0,1978,1980,3,"0,09",1978,1980,3,0,1978,1980,3,"174,094","5,49",563,100,100,17.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1816100,1,16,116,,PANETIOR,BOUNGA BAMBARA,SN,"14,75","-17,17","88,5",-999,0,0,1982,1983,2,0,1982,1983,2,0,1982,1983,2,0,-999,-999,0,,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1316100,1,16,116,,SANGWIN,TOURNOUTA-BAFU BAY,LR,"5,3","-9,3",761,-999,0,0,    ,    ,     ,     ,1976,1978,3,"8,33",1976,1978,3,"119,606","3,772",4956,100,"91,7",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1816200,1,16,116,,NEMA,NEMA BA,SN,"13,73","-16,48",58,-999,0,0,1979,1983,5,"27,09",1979,1983,5,"26,09",1979,1983,5,"0,003",0,2,20,100,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1216300,1,16,116,,PAMPANA,MATOTOKA,SL,"8,67","-11,87",2407,9,0,0,    ,    ,     ,     ,1976,1979,4,"23,4",1976,1979,4,124,"3,91",1625,50,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1216350,1,16,116,,SELI,BUMBUNA,SL,"9,03","-11,9",3990,12,0,0,    ,    ,     ,     ,1976,1979,4,"16,67",1976,1979,4,"124,333","3,921",983,50,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1216400,1,16,116,,SELI,BADALA,SL,"9,32","-11,53",2625,19,1216350,0,    ,    ,     ,     ,1976,1977,2,"21,43",1976,1977,2,0,-999,-999,0,,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1816400,1,16,116,,CASAMANCE,KOLDA,GW,"12,53","-14,56",3700,1,0,0,1979,1983,5,"27,79",1967,1983,17,"1,01",1967,1983,17,"1,814","0,057",15,"94,1",99,16.1.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0,0
1216430,1,16,116,,BUNDOYA,PALIMA,SL,"8,1","-11,32",361,14,0,0,    ,    ,     ,     ,1976,1979,4,"2,17",1976,1979,4,"29,556","0,932",2582,75,100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1216450,1,16,116,,SEWA,JAIAMA SAWAFE,SL,"8,57","-11,27",6870,25,0,0,    ,    ,     ,     ,1976,1979,4,"19,15",1976,1979,4,"113,78","3,588",522,50,"95,8",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1816450,1,16,116,,MARIGOT DE SARE KOUTAYEL,SARE KOUTAYEL,SN,"12,92","-14,88",640,-999,0,0,1981,1983,3,"0,55",1981,1983,3,0,1981,1983,3,"0,005",0,0,"33,3",100,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1816490,1,16,116,,TIANGOL DIANGUINA,SARE SARA,SN,"12,83","-14,25",815,-999,1816400,0,1981,1983,3,"1,1",1981,1983,3,0,1981,1983,3,"0,016","0,001",1,"33,3",100,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1816500,1,16,116,,KHORINA,MEDINA OMAR,SN,"12,85","-14,73",385,-999,1816450,0,1977,1988,12,"9,13",1977,1988,12,"9,09",1977,1988,12,"0,063","0,002",5,"66,7",100,16.1.1992,1992,27.3.1996,1996,-999,0,0,0,0,0,0,0,0,0,0
1216500,1,16,116,,MABOA,DODO,SL,"8,15","-11,15",57,27,0,0,    ,    ,     ,     ,1976,1978,3,"3,45",1976,1978,3,4,"0,126",2213,"66,7",100,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
1616700,1,16,116,,KONKOURE,PONT DE TELIMELE,GN,"10,5","-12,9",10250,154,0,0,    ,    ,     ,     ,1976,1979,4,"4,17",1976,1979,4,"262,383","8,275",807,100,"95,8",18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0,0
